	記号,一般,*,*,*,*,*
💧	記号,一般,*,*,*,*,汗,アセ,アセ
土曜日	名詞,副詞可能,*,*,*,*,土曜日,ドヨウビ,ドヨービ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク
聖人	名詞,一般,*,*,*,*,聖人,セイジン,セイジン
今日	名詞,副詞可能,*,*,*,*,今日,キョウ,キョー
、	記号,読点,*,*,*,*,、,、,、
附属	名詞,サ変接続,*,*,*,*,附属,フゾク,フゾク
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
パンフ	名詞,一般,*,*,*,*,パンフ,パンフ,パンフ
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ
、	記号,読点,*,*,*,*,、,、,、
コーチ	名詞,一般,*,*,*,*,*
の	助詞,連体化,*,*,*,*,の,ノ,ノ
所	名詞,非自立,副詞可能,*,*,*,所,トコロ,トコロ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
、	記号,読点,*,*,*,*,、,、,、
プチ	名詞,固有名詞,人名,一般,*,*,プチ,プチ,プチ
嬉しかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,嬉しい,ウレシカッ,ウレシカッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
デットプール	名詞,一般,*,*,*,*,*
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
くれる	動詞,非自立,*,*,一段・クレル,基本形,くれる,クレル,クレル
人	名詞,一般,*,*,*,*,人,ヒト,ヒト
い	動詞,自立,*,*,一段,連用形,いる,イ,イ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ
今日	名詞,副詞可能,*,*,*,*,今日,キョウ,キョー
配信	名詞,サ変接続,*,*,*,*,配信,ハイシン,ハイシン
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ
な	助詞,終助詞,*,*,*,*,な,ナ,ナ
w	名詞,固有名詞,組織,*,*,*,*
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ
大好きだよ	名詞,固有名詞,一般,*,*,*,大好きだよ,ダイスキダヨ,ダイスキダヨ
！	記号,一般,*,*,*,*,！,！,！
#	記号,一般,*,*,*,*,*
お前	名詞,代名詞,一般,*,*,*,お前,オマエ,オマエ
らしくない	名詞,固有名詞,一般,*,*,*,らしくない,ラシクナイ,ラシクナイ
ツイート	名詞,固有名詞,一般,*,*,*,tweet,ツイート,ツイート
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
しろ	動詞,自立,*,*,サ変・スル,命令ｒｏ,する,シロ,シロ
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ
はる	名詞,固有名詞,人名,名,*,*,はる,ハル,ハル
も	助詞,係助詞,*,*,*,*,も,モ,モ
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ
ことし	名詞,副詞可能,*,*,*,*,ことし,コトシ,コトシ
て	動詞,非自立,*,*,一段,連用形,てる,テ,テ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
w	名詞,一般,*,*,*,*,*
ろ	名詞,一般,*,*,*,*,ろ,ロ,ロ
っ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,く,ッ,ッ
きん	名詞,一般,*,*,*,*,きん,キン,キン
当たっ	動詞,自立,*,*,五段・ラ行,連用タ接続,当たる,アタッ,アタッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
くれ	動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ
・	記号,一般,*,*,*,*,・,・,・
・	記号,一般,*,*,*,*,・,・,・
UVER	名詞,固有名詞,一般,*,*,*,UVER,ウーバー,ウーバー
ベビメタ	名詞,固有名詞,一般,*,*,*,ベビメタ,ベビメタ,ベビメタ
Ash	名詞,一般,*,*,*,*,*
キュウソ	名詞,一般,*,*,*,*,*
miwa	名詞,固有名詞,人名,一般,*,*,MiWa,ミワ,ミワ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ
日	名詞,非自立,副詞可能,*,*,*,日,ヒ,ヒ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
やる	動詞,自立,*,*,五段・ラ行,基本形,やる,ヤル,ヤル
こと	名詞,非自立,一般,*,*,*,こと,コト,コト
なんて	助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ
以降	名詞,副詞可能,*,*,*,*,以降,イコウ,イコー
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ
だろ	助動詞,*,*,*,特殊・ダ,未然形,だ,ダロ,ダロ
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
し	助詞,接続助詞,*,*,*,*,し,シ,シ
てつや	名詞,固有名詞,人名,一般,*,*,てつや,テツヤ,テツヤ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
火星	名詞,一般,*,*,*,*,火星,カセイ,カセイ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
綺麗	名詞,形容動詞語幹,*,*,*,*,綺麗,キレイ,キレイ
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
見える	動詞,自立,*,*,一段,基本形,見える,ミエル,ミエル
と	助詞,格助詞,引用,*,*,*,と,ト,ト
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ
ので	助詞,接続助詞,*,*,*,*,ので,ノデ,ノデ
家	名詞,一般,*,*,*,*,家,イエ,イエ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
外	名詞,一般,*,*,*,*,外,ソト,ソト
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
出	動詞,自立,*,*,一段,連用形,出る,デ,デ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
み	動詞,非自立,*,*,一段,連用形,みる,ミ,ミ
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ
本当に	副詞,一般,*,*,*,*,本当に,ホントウニ,ホントーニ
綺麗	名詞,形容動詞語幹,*,*,*,*,綺麗,キレイ,キレイ
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
見え	動詞,自立,*,*,一段,連用形,見える,ミエ,ミエ
てる	動詞,非自立,*,*,一段,基本形,てる,テル,テル
。	記号,句点,*,*,*,*,。,。,。
マンション	名詞,一般,*,*,*,*,マンション,マンション,マンション
だっ	助動詞,*,*,*,特殊・ダ,連用タ接続,だ,ダッ,ダッ
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ
南向	名詞,固有名詞,人名,姓,*,*,南向,ナンコウ,ナンコー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
窓	名詞,一般,*,*,*,*,窓,マド,マド
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
見え	動詞,自立,*,*,一段,連用形,見える,ミエ,ミエ
そう	名詞,接尾,助動詞語幹,*,*,*,そう,ソウ,ソー
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
。	記号,句点,*,*,*,*,。,。,。
まず	副詞,一般,*,*,*,*,まず,マズ,マズ
公式	名詞,形容動詞語幹,*,*,*,*,公式,コウシキ,コーシキ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
思い出せ	動詞,自立,*,*,一段,未然形,思い出せる,オモイダセ,オモイダセ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
小津	名詞,固有名詞,人名,姓,*,*,小津,オヅ,オズ
さん	名詞,接尾,人名,*,*,*,さん,サン,サン
.,.	記号,一般,*,*,*,*,*
いや	名詞,形容動詞語幹,*,*,*,*,いや,イヤ,イヤ
万	名詞,数,*,*,*,*,万,マン,マン
撃	名詞,一般,*,*,*,*,*
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ
だろ	助動詞,*,*,*,特殊・ダ,未然形,だ,ダロ,ダロ
数学検定	名詞,固有名詞,一般,*,*,*,数学検定,スウガクケンテイ,スーガクケンテイ
1	名詞,数,*,*,*,*,*
級	名詞,接尾,助数詞,*,*,*,級,キュウ,キュー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
最年少	名詞,一般,*,*,*,*,最年少,サイネンショウ,サイネンショー
合格	名詞,サ変接続,*,*,*,*,合格,ゴウカク,ゴーカク
者	名詞,接尾,一般,*,*,*,者,シャ,シャ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
出	動詞,自立,*,*,一段,連用形,出る,デ,デ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
という	助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
ニュース	名詞,一般,*,*,*,*,ニュース,ニュース,ニュース
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
、	記号,読点,*,*,*,*,、,、,、
思い立っ	動詞,自立,*,*,五段・タ行,連用タ接続,思い立つ,オモイタッ,オモイタッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
数学	名詞,一般,*,*,*,*,数学,スウガク,スーガク
解い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,解く,トイ,トイ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
み	動詞,非自立,*,*,一段,連用形,みる,ミ,ミ
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ
ビビる	動詞,自立,*,*,五段・ラ行,基本形,ビビる,ビビル,ビビル
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ
解け	動詞,自立,*,*,一段,未然形,解ける,トケ,トケ
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
、	記号,読点,*,*,*,*,、,、,、
もう	副詞,一般,*,*,*,*,もう,モウ,モー
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
理系	名詞,一般,*,*,*,*,理系,リケイ,リケイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
名乗る	動詞,自立,*,*,五段・ラ行,基本形,名乗る,ナノル,ナノル
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
やめよ	動詞,自立,*,*,一段,未然ウ接続,やめる,ヤメヨ,ヤメヨ
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
と	助詞,格助詞,引用,*,*,*,と,ト,ト
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
直	名詞,一般,*,*,*,*,直,ジカ,ジカ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
冷房	名詞,一般,*,*,*,*,冷房,レイボウ,レイボー
当たる	動詞,自立,*,*,五段・ラ行,基本形,当たる,アタル,アタル
ん	名詞,非自立,一般,*,*,*,ん,ン,ン
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド
さっ	副詞,一般,*,*,*,*,さっ,サッ,サッ
っ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,く,ッ,ッ
む	名詞,一般,*,*,*,*,*
！	記号,一般,*,*,*,*,！,！,！
！	記号,一般,*,*,*,*,！,！,！
！	記号,一般,*,*,*,*,！,！,！
まじ	助動詞,*,*,*,文語・マジ,基本形,まじ,マジ,マジ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
ぜ	助詞,終助詞,*,*,*,*,ぜ,ゼ,ゼ
ひく	動詞,自立,*,*,五段・カ行イ音便,基本形,ひく,ヒク,ヒク
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ
馬鹿野郎	名詞,固有名詞,一般,*,*,*,馬鹿野郎,バカヤロウ,バカヤロー
Python	名詞,固有名詞,一般,*,*,*,Python,パイソン,パイソン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
文字列	名詞,固有名詞,一般,*,*,*,文字列,モジレツ,モジレツ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
イミュータブル	名詞,固有名詞,一般,*,*,*,イミュータブル,イミュータブル,イミュータブル
大岩	名詞,固有名詞,人名,姓,*,*,大岩,オオイワ,オーイワ
亭	名詞,一般,*,*,*,*,亭,チン,チン
と	助詞,並立助詞,*,*,*,*,と,ト,ト
無鉄砲	名詞,一般,*,*,*,*,無鉄砲,ムテッポウ,ムテッポー
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ
一	名詞,数,*,*,*,*,一,イチ,イチ
度	名詞,接尾,助数詞,*,*,*,度,ド,ド
食べる	動詞,自立,*,*,一段,基本形,食べる,タベル,タベル
と	助詞,格助詞,引用,*,*,*,と,ト,ト
忘れ	動詞,自立,*,*,一段,未然形,忘れる,ワスレ,ワスレ
られ	動詞,接尾,*,*,一段,未然形,られる,ラレ,ラレ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
。	記号,句点,*,*,*,*,。,。,。
なに	名詞,代名詞,一般,*,*,*,なに,ナニ,ナニ
ごと	名詞,接尾,一般,*,*,*,ごと,ゴト,ゴト
も	助詞,係助詞,*,*,*,*,も,モ,モ
受け入れ	動詞,自立,*,*,一段,連用形,受け入れる,ウケイレ,ウケイレ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
みせよ	動詞,非自立,*,*,一段,未然ウ接続,みせる,ミセヨ,ミセヨ
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
。	記号,句点,*,*,*,*,。,。,。
😐	名詞,一般,*,*,*,*,真顔,マガオ,マガオ
😐	記号,一般,*,*,*,*,真顔,マガオ,マガオ
何で	副詞,一般,*,*,*,*,何で,ナンデ,ナンデ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド
ヴィヴィ	名詞,固有名詞,人名,一般,*,*,ViVi,ヴィヴィ,ヴィヴィ
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン
使っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,使う,ツカッ,ツカッ
てる	動詞,非自立,*,*,一段,基本形,てる,テル,テル
と	助詞,接続助詞,*,*,*,*,と,ト,ト
チンチン	名詞,固有名詞,一般,*,*,*,チンチン,チンチン,チンチン
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
固く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,固い,カタク,カタク
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル
。	記号,句点,*,*,*,*,。,。,。
ホント	名詞,一般,*,*,*,*,ホント,ホント,ホント
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
何で	副詞,一般,*,*,*,*,何で,ナンデ,ナンデ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド
。	記号,句点,*,*,*,*,。,。,。
たじ	名詞,形容動詞語幹,*,*,*,*,多事,タジ,タジ
まい	助動詞,*,*,*,不変化型,基本形,まい,マイ,マイ
まぜ	動詞,自立,*,*,一段,連用形,まぜる,マゼ,マゼ
っ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,く,ッ,ッ
ふちょう	名詞,形容動詞語幹,*,*,*,*,不調,フチョウ,フチョー
夜食	名詞,一般,*,*,*,*,夜食,ヤショク,ヤショク
ハ	名詞,一般,*,*,*,*,*
、	記号,読点,*,*,*,*,、,、,、
板	名詞,一般,*,*,*,*,板,イタ,イタ
ワサ	名詞,固有名詞,一般,*,*,*,WASA,ワサ,ワサ
。	記号,句点,*,*,*,*,。,。,。
ウマイケド	名詞,一般,*,*,*,*,*
！	記号,一般,*,*,*,*,！,！,！
ウマイケド	名詞,一般,*,*,*,*,*
！	記号,一般,*,*,*,*,！,！,！
なんとか	副詞,一般,*,*,*,*,なんとか,ナントカ,ナントカ
先月	名詞,副詞可能,*,*,*,*,先月,センゲツ,センゲツ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
45	名詞,数,*,*,*,*,*
万	名詞,数,*,*,*,*,万,マン,マン
貯金	名詞,サ変接続,*,*,*,*,貯金,チョキン,チョキン
でき	動詞,自立,*,*,一段,連用形,できる,デキ,デキ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
今月	名詞,副詞可能,*,*,*,*,今月,コンゲツ,コンゲツ
も	助詞,係助詞,*,*,*,*,も,モ,モ
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ
額	名詞,一般,*,*,*,*,額,ガク,ガク
目指そ	動詞,自立,*,*,五段・サ行,未然ウ接続,目指す,メザソ,メザソ
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
。	記号,句点,*,*,*,*,。,。,。
よっ	動詞,自立,*,*,五段・ラ行,連用タ接続,よる,ヨッ,ヨッ
つ	助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
ん	名詞,非自立,一般,*,*,*,ん,ン,ン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
川流れ	名詞,一般,*,*,*,*,川流れ,カワナガレ,カワナガレ
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
起業家	名詞,固有名詞,人名,一般,*,*,起業家,キギョウカ,キギョーカ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
宿命	名詞,一般,*,*,*,*,宿命,シュクメイ,シュクメイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
教わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,教わる,オソワッ,オソワッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
反省	名詞,サ変接続,*,*,*,*,反省,ハンセイ,ハンセイ
！	記号,一般,*,*,*,*,！,！,！
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ
歌手	名詞,一般,*,*,*,*,歌手,カシュ,カシュ
目指し	動詞,自立,*,*,五段・サ行,連用形,目指す,メザシ,メザシ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
た人	名詞,一般,*,*,*,*,他人,タニン,タニン
って	助詞,格助詞,連語,*,*,*,って,ッテ,ッテ
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ
〜	記号,一般,*,*,*,*,〜,〜,〜
クソ	接頭詞,形容詞接続,*,*,*,*,クソ,クソ,クソ
歌	名詞,一般,*,*,*,*,歌,ウタ,ウタ
上手い	形容詞,自立,*,*,形容詞・アウオ段,基本形,上手い,ウマイ,ウマイ
。	記号,句点,*,*,*,*,。,。,。
彼女	名詞,代名詞,一般,*,*,*,彼女,カノジョ,カノジョ
ほし	形容詞,自立,*,*,形容詞・イ段,文語基本形,ほしい,ホシ,ホシ
〜	記号,一般,*,*,*,*,〜,〜,〜
付き合	名詞,一般,*,*,*,*,付き合い,ツキアイ,ツキアイ
いたーい	形容詞,自立,*,*,形容詞・アウオ段,基本形,いたい,イターイ,イターイ
😊	記号,一般,*,*,*,*,にこにこ(笑),ニコニコ,ニコニコ
サンフランシスコ	名詞,固有名詞,地域,一般,*,*,サンフランシスコ,サンフランシスコ,サンフランシスコ
〜	記号,一般,*,*,*,*,〜,〜,〜
シンガポール	名詞,固有名詞,地域,国,*,*,シンガポール,シンガポール,シンガポール
便	名詞,接尾,一般,*,*,*,便,ビン,ビン
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
でき	動詞,自立,*,*,一段,連用形,できる,デキ,デキ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
ので	助詞,接続助詞,*,*,*,*,ので,ノデ,ノデ
、	記号,読点,*,*,*,*,、,、,、
成田	名詞,固有名詞,地域,一般,*,*,成田,ナリタ,ナリタ
〜	記号,一般,*,*,*,*,〜,〜,〜
シンガポール	名詞,固有名詞,地域,国,*,*,シンガポール,シンガポール,シンガポール
便	名詞,接尾,一般,*,*,*,便,ビン,ビン
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
無くなり	動詞,自立,*,*,五段・ラ行,連用形,無くなる,ナクナリ,ナクナリ
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
と	助詞,格助詞,引用,*,*,*,と,ト,ト
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,イウ,イウ
